"id","stationId","timestamp","confidence","probability","score","certainty","algorithm","metadata","lat","lon","favorite","species.id","species.commonName","species.scientificName","species.color","species.classification","species.imageUrl","species.thumbnailUrl","species.pngUrl","species.thumbhash","soundscape.id","soundscape.url","soundscape.startTime","soundscape.endTime","soundscape.mode"
10941121161,19267,"2026-09-04T23:38:39.500-06:00",0.780162632465363,0.0523244477808475,5.60586263265577,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,1782,"Yellow-bellied Flycatcher","Empidonax flaviventris","#76dd6d","avian","https://media.birdweather.com/species/1782/Yellow-belliedFlycatcher-standard-a0ed41aef805d7c0478534ac47be4f3f.jpg","https://media.birdweather.com/species/1782/Yellow-belliedFlycatcher-thumbnail-620414a19cd157a00a0f31c3356e488b.jpg","https://media.birdweather.com/species/1782/Yellow-belliedFlycatcher-png200-a8b750c9bd294a6184117db3ff931695.png","YQgKDwJOiomga3h3h6h3aIh2mPZmkJoF",16495488235,"https://media.birdweather.com/soundscapes/19267/19267-20260905-053838.flac",1.5,4.5,"live"
10935303269,19267,"2026-09-04T17:29:58.000-06:00",0.778155624866486,0.912464261054993,9.29185620213028,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,254,"Great-tailed Grackle","Quiscalus mexicanus","#4cdf64","avian","https://media.birdweather.com/species/254/Great-tailedGrackle-standard-84167b7e46a2aae7f30286e714478461.jpg","https://media.birdweather.com/species/254/Great-tailedGrackle-thumbnail-388529862f53a8a975b80daf9e76e3ac.jpg","https://media.birdweather.com/species/254/Great-tailedGrackle-png200-ca2dc12559d8d2db107eefc8eff73513.png","GAgKDwKYmnVgeIeVhniHRXiahgv2mWAN",16484838704,"https://media.birdweather.com/soundscapes/19267/19267-20260904-232958.flac",0,3,"live"
10935229171,19267,"2026-09-04T17:24:45.000-06:00",0.710403203964233,0.0215871296823025,4.45973599945625,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,209,"Belted Kingfisher","Megaceryle alcyon","#caca8b","avian","https://media.birdweather.com/species/209/BeltedKingfisher-standard-371f4b97741d652f760bb71134bf5162.jpg","https://media.birdweather.com/species/209/BeltedKingfisher-thumbnail-8f16396dfb739d5aee7315abbbf33a28.jpg","https://media.birdweather.com/species/209/BeltedKingfisher-png200-47c2ad3f00fba2cd6f2def7a93944fb1.png","VggGDwJZn5aXS4hmaGZ4eHdox7+534wK",16484683644,"https://media.birdweather.com/soundscapes/19267/19267-20260904-232439.flac",6,9,"live"
10934895119,19267,"2026-09-04T17:01:06.500-06:00",0.72427761554718,0.772588729858398,8.90279047081882,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,229,"Great Kiskadee","Pitangus sulphuratus","#7d4410","avian","https://media.birdweather.com/species/229/GreatKiskadee-standard-cd28a1b8e8b8e5aed433e809c229004e.jpg","https://media.birdweather.com/species/229/GreatKiskadee-thumbnail-b2749ed2442fb322cf3c4cb72f9c97f6.jpg","https://media.birdweather.com/species/229/GreatKiskadee-png200-003973af4f863deb00a4ce9b6f10e59c.png","0PgFDwIrhYqfZJh1mVe3SZZ3uKEJBncG",16483975825,"https://media.birdweather.com/soundscapes/19267/19267-20260904-230102.flac",4.5,7.5,"live"
10934895115,19267,"2026-09-04T17:01:05.000-06:00",0.795484602451324,0.772588729858398,9.11534361975307,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,229,"Great Kiskadee","Pitangus sulphuratus","#7d4410","avian","https://media.birdweather.com/species/229/GreatKiskadee-standard-cd28a1b8e8b8e5aed433e809c229004e.jpg","https://media.birdweather.com/species/229/GreatKiskadee-thumbnail-b2749ed2442fb322cf3c4cb72f9c97f6.jpg","https://media.birdweather.com/species/229/GreatKiskadee-png200-003973af4f863deb00a4ce9b6f10e59c.png","0PgFDwIrhYqfZJh1mVe3SZZ3uKEJBncG",16483975825,"https://media.birdweather.com/soundscapes/19267/19267-20260904-230102.flac",3,6,"live"
10934883337,19267,"2026-09-04T17:00:15.500-06:00",0.931390523910522,0.772590577602386,9.44741881093447,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,229,"Great Kiskadee","Pitangus sulphuratus","#7d4410","avian","https://media.birdweather.com/species/229/GreatKiskadee-standard-cd28a1b8e8b8e5aed433e809c229004e.jpg","https://media.birdweather.com/species/229/GreatKiskadee-thumbnail-b2749ed2442fb322cf3c4cb72f9c97f6.jpg","https://media.birdweather.com/species/229/GreatKiskadee-png200-003973af4f863deb00a4ce9b6f10e59c.png","0PgFDwIrhYqfZJh1mVe3SZZ3uKEJBncG",16483950588,"https://media.birdweather.com/soundscapes/19267/19267-20260904-230011.flac",4.5,7.5,"live"
10934883332,19267,"2026-09-04T17:00:12.500-06:00",0.822287619113922,0.772590577602386,9.18752140278058,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,229,"Great Kiskadee","Pitangus sulphuratus","#7d4410","avian","https://media.birdweather.com/species/229/GreatKiskadee-standard-cd28a1b8e8b8e5aed433e809c229004e.jpg","https://media.birdweather.com/species/229/GreatKiskadee-thumbnail-b2749ed2442fb322cf3c4cb72f9c97f6.jpg","https://media.birdweather.com/species/229/GreatKiskadee-png200-003973af4f863deb00a4ce9b6f10e59c.png","0PgFDwIrhYqfZJh1mVe3SZZ3uKEJBncG",16483950588,"https://media.birdweather.com/soundscapes/19267/19267-20260904-230011.flac",1.5,4.5,"live"
10934874261,19267,"2026-09-04T16:59:38.000-06:00",0.776099801063538,0.772589802742004,9.06067046911942,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,229,"Great Kiskadee","Pitangus sulphuratus","#7d4410","avian","https://media.birdweather.com/species/229/GreatKiskadee-standard-cd28a1b8e8b8e5aed433e809c229004e.jpg","https://media.birdweather.com/species/229/GreatKiskadee-thumbnail-b2749ed2442fb322cf3c4cb72f9c97f6.jpg","https://media.birdweather.com/species/229/GreatKiskadee-png200-003973af4f863deb00a4ce9b6f10e59c.png","0PgFDwIrhYqfZJh1mVe3SZZ3uKEJBncG",16483931354,"https://media.birdweather.com/soundscapes/19267/19267-20260904-225932.flac",6,9,"live"
10934874256,19267,"2026-09-04T16:59:36.500-06:00",0.927619814872742,0.772589802742004,9.43921118853103,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,229,"Great Kiskadee","Pitangus sulphuratus","#7d4410","avian","https://media.birdweather.com/species/229/GreatKiskadee-standard-cd28a1b8e8b8e5aed433e809c229004e.jpg","https://media.birdweather.com/species/229/GreatKiskadee-thumbnail-b2749ed2442fb322cf3c4cb72f9c97f6.jpg","https://media.birdweather.com/species/229/GreatKiskadee-png200-003973af4f863deb00a4ce9b6f10e59c.png","0PgFDwIrhYqfZJh1mVe3SZZ3uKEJBncG",16483931354,"https://media.birdweather.com/soundscapes/19267/19267-20260904-225932.flac",4.5,7.5,"live"
10934767293,19267,"2026-09-04T16:52:02.500-06:00",0.783898413181305,0.199873566627502,7.27986788916046,"almost_certain","BirdNET",NA,10.2198,-83.7874,FALSE,501,"White-winged Dove","Zenaida asiatica","#d16ff8","avian","https://media.birdweather.com/species/501/White-wingedDove-standard-6528ef689b07d5a91f1c2275cdef19c9.jpg","https://media.birdweather.com/species/501/White-wingedDove-thumbnail-4a940adfd5a6c78c73c48c5095e7b896.jpg","https://media.birdweather.com/species/501/White-wingedDove-png200-d65decd3d571b5a9dbeca249ef97689f.png","IscJLwb6hoVelZWZdoh3eIeIdxBoB4IG",16483710547,"https://media.birdweather.com/soundscapes/19267/19267-20260904-225158.flac",4.5,7.5,"live"
